SCHOOLID,SCHOOL_TYPE_CODE,BLANK,SCHOOL_NAME,DISTRICT_NAME,CITY,COUNTY,LOCAL_PROP_TAXES_DISTRICT_DOLLAR,LOCAL_PROP_TAXES_DISTRICT_PCT,LOCAL_PROP_TAXES_STATE_PCT,OTHER_LOCAL_FUNDING_DISTRICT_DOLLAR,OTHER_LOCAL_FUNDING_DISTRICT_PCT,OTHER_LOCAL_FUNDING_STATE_PCT,Total Local Dollars,TOTAL_REVENUE_SOURCE,dollars_per_enrollment,% Local Dollars,DISTRICT_TOTAL_ENROLLMENT,GENERAL_STATE_AID_DISTRICT_DOLLAR,GENERAL_STATE_AID_DISTRICT_PCT,GENERAL_STATE_AID_STATE_PCT,OTHER_STATE_FUNDING_DISTRICT_DOLLAR,OTHER_STATE_FUNDING_DISTRICT_PCT,OTHER_STATE_FUNDING_STATE_PCT,FEDERAL_FUNDING_DISTRICT_DOLLAR,FEDERAL_FUNDING_DISTRICT_PCT,FEDERAL_FUNDING_STATE_PCT,EAV_PER_PUPIL_DISTRICT,TOT_SCHL_TAX_RATE_PER_100_DISTRICT,OPER_EXPEND_PP_DISTRICT
70161420021001,1,,Jack Hille Middle School,Forest Ridge SD 142,Oak Forest,Cook,"$9,476,511",61.3,62.8,"$835,944",5.4,4.6,"$10,312,579","$15,467,411","$9,541.89",66.67%,"1,621","$2,845,026",18.4,16.3,"$1,221,219",7.9,8.6,"$1,088,711",7,7.7,"$173,337",3.79,"$8,565"
56099207U260001,0,,Peotone High School,Peotone CUSD 207U,Peotone,Will,"$15,674,271",80.2,62.8,"$834,344",4.3,4.6,"$16,508,758","$19,548,327","$12,233.00",84.45%,"1,598","$856,059",4.4,16.3,"$1,594,384",8.2,8.6,"$589,269",3,7.7,"$228,548",4.47,"$11,796"
320460610021001,1,,Bradley Central Middle School,Bradley SD 61,Bradley,Kankakee,"$8,715,082",54.1,62.8,"$167,348",1,4.6,"$8,882,547","$16,121,674","$10,101.30",55.10%,"1,596","$4,193,519",26,16.3,"$1,567,355",9.7,8.6,"$1,478,370",9.2,7.7,"$146,107",4,"$10,032"
50160230021002,1,,MacArthur Middle School,Prospect Heights SD 23,Prospect Heights,Cook,"$18,094,692",83.2,62.8,"$857,256",3.9,4.6,"$18,952,094","$21,735,560","$13,696.01",87.19%,"1,587","$821,055",3.8,16.3,"$962,238",4.4,8.6,"$1,000,319",4.6,7.7,"$325,617",3.93,"$13,291"
10090150260007,0,,Beardstown Jr/Sr High School,Beardstown CUSD 15,Beardstown,Cass,"$3,134,546",21.7,62.8,"$1,077,498",7.5,4.6,"$4,212,129","$14,459,442","$9,116.92",29.13%,"1,586","$6,742,240",46.6,16.3,"$1,599,480",11.1,8.6,"$1,905,678",13.2,7.7,"$37,248",5.05,"$7,878"
390740250260001,0,,Monticello High School,Monticello CUSD 25,Monticello,Piatt,"$14,630,188",86,62.8,"$879,545",5.2,4.6,"$15,509,882","$17,016,261","$10,735.81",91.15%,"1,585","$571,047",3.4,16.3,"$546,717",3.2,8.6,"$388,764",2.3,7.7,"$148,785",3.35,"$9,482"
70161260021005,1,,Prairie Jr High School,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,"$22,340,371",81.7,62.8,"$724,244",2.6,4.6,"$23,064,760","$27,358,727","$17,282.83",84.31%,"1,583","$1,793,992",6.6,16.3,"$1,219,418",4.5,8.6,"$1,280,702",4.7,7.7,"$312,094",4.77,"$11,699"
560991590021001,1,,Mokena Jr High School,Mokena SD 159,Mokena,Will,"$15,845,825",82.6,62.8,"$1,085,056",5.7,4.6,"$16,931,026","$19,192,028","$12,146.85",88.22%,"1,580","$661,607",3.4,16.3,"$784,036",4.1,8.6,"$815,504",4.2,7.7,"$343,360",2.89,"$9,935"
56099255U260001,0,,Reed-Custer High School,Reed Custer CUSD 255U,Braidwood,Will,"$23,700,729",88.3,62.8,"$583,584",2.2,4.6,"$24,284,464","$26,830,043","$17,089.20",90.51%,"1,570","$695,120",2.6,16.3,"$757,849",2.8,8.6,"$1,092,761",4.1,7.7,"$466,998",3.55,"$14,079"
560990920021001,1,,Oak Prairie Jr High School,Will County SD 92,Homer Glen,Will,"$23,213,693",86.6,62.8,"$704,647",2.6,4.6,"$23,918,489","$26,806,621","$17,117.89",89.23%,"1,566","$684,861",2.6,16.3,"$1,284,263",4.8,8.6,"$919,157",3.4,7.7,"$448,036",3.19,"$14,198"
70161510021001,1,,Coolidge Middle School,South Holland SD 151,Phoenix,Cook,"$11,294,757",51.8,62.8,"$145,897",0.7,4.6,"$11,440,769","$21,784,415","$13,928.65",52.52%,"1,564","$6,725,638",30.9,16.3,"$1,770,801",8.1,8.6,"$1,847,322",8.5,7.7,"$136,557",6.19,"$12,247"
200933480260001,0,,Mount Carmel High School,Wabash CUSD 348,Mount Carmel,Wabash,"$5,426,611",40.2,62.8,"$786,460",5.8,4.6,"$6,213,174","$13,511,889","$8,650.38",45.98%,"1,562","$4,745,343",35.1,16.3,"$1,502,952",11.1,8.6,"$1,050,523",7.8,7.7,"$80,833",3.92,"$9,237"
300390950021004,1,,Carbondale Middle School,Carbondale ESD 95,Carbondale,Jackson,"$12,814,339",67.3,62.8,"$379,015",2,4.6,"$13,193,484","$19,031,605","$12,254.74",69.32%,"1,553","$2,196,541",11.5,16.3,"$1,436,323",7.5,8.6,"$2,205,387",11.6,7.7,"$250,766",3.75,"$12,540"
190220610021004,1,,Eisenhower Jr High School,Darien SD 61,Darien,Dupage,"$14,467,048",79,62.8,"$904,457",4.9,4.6,"$15,371,647","$18,303,594","$11,839.32",83.98%,"1,546","$1,035,199",5.7,16.3,"$1,197,391",6.5,8.6,"$699,499",3.8,7.7,"$304,138",3.31,"$10,974"
30262030260001,0,,Vandalia Community High School,Vandalia CUSD 203,Vandalia,Fayette,"$5,829,194",38,62.8,"$1,700,922",11.1,4.6,"$7,530,217","$15,322,401","$9,975.52",49.15%,"1,536","$5,442,184",35.5,16.3,"$998,665",6.5,8.6,"$1,351,436",8.8,7.7,"$77,038",5.17,"$9,677"
190220200021001,1,,Spring Wood Middle School,Keeneyville SD 20,Hanover Park,Dupage,"$14,422,019",74.8,62.8,"$547,423",2.8,4.6,"$14,969,580","$19,284,621","$12,645.65",77.62%,"1,525","$1,629,072",8.4,16.3,"$1,393,181",7.2,8.6,"$1,292,926",6.7,7.7,"$257,761",4.1,"$11,968"
70161680041003,1,,Rickover Jr High School,CCSD 168,Sauk Village,Cook,"$4,064,512",22.8,62.8,"$296,534",1.7,4.6,"$4,361,132","$17,853,522","$11,800.08",24.43%,"1,513","$9,511,987",53.3,16.3,"$2,016,572",11.3,8.6,"$1,963,917",11,7.7,"$59,969",5.75,"$12,693"
400560090260001,0,,Southwestern High School,Southwestern CUSD 9,Piasa,Macoupin,"$5,780,072",42.2,62.8,"$706,316",5.2,4.6,"$6,486,493","$13,705,300","$9,064.35",47.33%,"1,512","$5,144,730",37.5,16.3,"$981,141",7.2,8.6,"$1,093,041",8,7.7,"$85,864",4.56,"$8,583"
190222020260001,0,,Lisle High School,Lisle CUSD 202,Lisle,Dupage,"$28,572,909",87.4,62.8,"$928,111",2.8,4.6,"$29,501,170","$32,686,709","$21,704.32",90.25%,"1,506","$606,829",1.9,16.3,"$1,517,607",4.6,8.6,"$1,061,253",3.2,7.7,"$395,508",5.18,"$18,848"
41011400041001,1,,Stephen Mack Middle School,Rockton SD 140,Rockton,Winnebago,"$8,132,023",62.5,62.8,"$539,520",4.1,4.6,"$8,671,668","$13,015,972","$8,659.99",66.62%,"1,503","$3,260,339",25,16.3,"$663,757",5.1,8.6,"$420,333",3.2,7.7,"$147,506",3.74,"$8,367"
510840150260001,0,,Williamsville High School,Williamsville CUSD 15,Williamsville,Sangamon,"$7,480,551",52.6,62.8,"$1,585,635",11.1,4.6,"$9,066,301","$14,227,133","$9,465.82",63.73%,"1,503","$3,760,601",26.4,16.3,"$1,039,652",7.3,8.6,"$360,694",2.5,7.7,"$110,549",4.69,"$9,117"
300733000260001,0,,Duquoin High School,Duquoin CUSD 300,Du Quoin,Perry,"$4,813,977",33.2,62.8,"$1,110,220",7.7,4.6,"$5,924,293","$14,508,396","$9,756.82",40.83%,"1,487","$6,148,414",42.4,16.3,"$775,901",5.3,8.6,"$1,659,884",11.4,7.7,"$57,912",5.91,"$10,206"
50160260021006,1,,River Trails Middle School,River Trails SD 26,Mt Prospect,Cook,"$20,736,539",83.2,62.8,"$1,288,613",5.2,4.6,"$22,025,298","$24,938,310","$16,804.79",88.32%,"1,484","$792,692",3.2,16.3,"$1,040,121",4.2,8.6,"$1,080,345",4.3,7.7,"$357,130",4.56,"$16,536"
470712260260001,0,,Byron High School 9-12,Byron CUSD 226,Byron,Ogle,"$24,510,946",83.6,62.8,"$2,678,462",9.1,4.6,"$27,189,554","$29,314,420","$19,780.31",92.75%,"1,482","$405,963",1.4,16.3,"$812,763",2.8,8.6,"$906,286",3.1,7.7,"$474,350",3.85,"$17,529"
190221000160001,0,,Fenton High School,Fenton CHSD 100,Bensenville,Dupage,"$25,239,381",85.7,62.8,"$1,005,291",3.4,4.6,"$26,244,821","$29,457,783","$19,930.84",89.09%,"1,478","$1,251,731",4.2,16.3,"$877,468",3,8.6,"$1,083,912",3.7,7.7,"$777,524",2.23,"$18,689"
400560340260001,0,,North Mac High School,North Mac CUSD 34,Virden,Macoupin,"$6,199,175",44.4,62.8,"$378,373",2.7,4.6,"$6,577,655","$13,971,019","$9,459.05",47.08%,"1,477","$4,923,680",35.2,16.3,"$1,293,845",9.3,8.6,"$1,175,946",8.4,7.7,"$89,901",5.1,"$8,009"
490812000260001,0,,Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,"$7,220,122",50,62.8,"$1,004,704",7,4.6,"$8,224,939","$14,447,169","$9,807.99",56.93%,"1,473","$4,512,547",31.2,16.3,"$968,947",6.7,8.6,"$740,849",5.1,7.7,"$115,761",4.73,"$10,207"
350501400170001,0,,Ottawa Township High School,Ottawa Twp HSD 140,Ottawa,La Salle,"$14,178,221",75.3,62.8,"$1,849,150",9.8,4.6,"$16,027,509","$18,841,389","$12,817.27",85.07%,"1,470","$1,443,662",7.7,16.3,"$988,260",5.2,8.6,"$382,096",2,7.7,"$431,940",2.39,"$12,989"
60161050021001,1,,Wm F Gurrie Middle School,La Grange SD 105 South,La Grange,Cook,"$21,905,374",86,62.8,"$568,775",2.2,4.6,"$22,474,298","$25,485,728","$17,372.68",88.18%,"1,467","$668,782",2.6,16.3,"$1,238,018",4.9,8.6,"$1,104,779",4.3,7.7,"$429,178",3.58,"$15,702"
400560010260002,0,,Carlinville High School,Carlinville CUSD 1,Carlinville,Macoupin,"$5,806,918",49.9,62.8,"$507,786",4.4,4.6,"$6,314,817","$11,642,847","$7,941.91",54.24%,"1,466","$3,750,064",32.2,16.3,"$878,913",7.5,8.6,"$699,166",6,7.7,"$108,456",3.69,"$7,549"
60160810021001,1,,Lincoln Middle School,Schiller Park SD 81,Schiller Park,Cook,"$14,959,689",72.8,62.8,"$353,028",1.7,4.6,"$15,312,853","$20,551,106","$14,028.06",74.51%,"1,465","$2,305,437",11.2,16.3,"$1,602,201",7.8,8.6,"$1,330,751",6.5,7.7,"$215,484",4.91,"$11,357"
30680120260001,0,,Litchfield Senior High School,Litchfield CUSD 12,Litchfield,Montgomery,"$7,509,644",50,62.8,"$598,681",4,4.6,"$8,108,438","$15,019,840","$10,308.74",53.99%,"1,457","$4,844,267",32.3,16.3,"$990,169",6.6,8.6,"$1,077,079",7.2,7.7,"$93,659",4.66,"$8,442"
70161940021001,1,,Columbia Central School,Steger SD 194,Steger,Cook,"$8,369,992",52.5,62.8,"$497,601",3.1,4.6,"$8,867,708","$15,932,133","$11,025.70",55.66%,"1,445","$4,878,277",30.6,16.3,"$754,771",4.7,8.6,"$1,431,492",9,7.7,"$135,759",4.5,"$10,712"
56099209U260001,0,,Wilmington High School,Wilmington CUSD 209U,Wilmington,Will,"$10,023,445",60.6,62.8,"$1,320,472",8,4.6,"$11,344,040","$16,548,788","$11,508.20",68.55%,"1,438","$1,587,414",9.6,16.3,"$944,328",5.7,8.6,"$2,673,129",16.2,7.7,"$171,048",4.48,"$11,403"
480722650260001,0,,Farmington Central High Sch,Farmington Central CUSD 265,Farmington,Peoria,"$7,834,765",51.4,62.8,"$2,000,904",13.1,4.6,"$9,835,783","$15,255,658","$10,653.39",64.47%,"1,432","$3,585,395",23.5,16.3,"$1,167,856",7.7,8.6,"$666,738",4.4,7.7,"$110,329",5.15,"$8,974"
70161275021001,1,,Elden D Finley Jr High School,Chicago Ridge SD 127-5,Chicago Ridge,Cook,"$6,901,161",42.5,62.8,"$420,325",2.6,4.6,"$7,321,591","$16,241,379","$11,341.75",45.08%,"1,432","$5,816,083",35.8,16.3,"$1,538,266",9.5,8.6,"$1,565,544",9.6,7.7,"$112,267",4.82,"$10,313"
470712200260001,0,,Oregon High School,Oregon CUSD 220,Oregon,Ogle,"$15,580,002",75.9,62.8,"$633,495",3.1,4.6,"$16,213,636","$20,530,743","$14,367.21",78.97%,"1,429","$2,460,740",12,16.3,"$836,778",4.1,8.6,"$1,019,728",5,7.7,"$140,565",5.23,"$11,831"
200970050260001,0,,Carmi-White County High School,Carmi-White County CUSD 5,Carmi,White,"$5,390,078",39.7,62.8,"$1,561,932",11.5,4.6,"$6,952,113","$13,589,343","$9,516.35",51.16%,"1,428","$4,126,204",30.4,16.3,"$1,314,132",9.7,8.6,"$1,196,997",8.8,7.7,"$88,591",4.34,"$8,986"
510840140260001,0,,Riverton High School,Riverton CUSD 14,Riverton,Sangamon,"$5,227,821",41.1,62.8,"$465,285",3.7,4.6,"$5,693,210","$12,730,938","$8,921.47",44.72%,"1,427","$4,379,528",34.4,16.3,"$1,261,827",9.9,8.6,"$1,396,477",11,7.7,"$86,165",4.44,"$8,030"
60161010021006,1,,McClure Jr High School,Western Springs SD 101,Western Springs,Cook,"$15,131,056",88.9,62.8,"$584,019",3.4,4.6,"$15,715,227","$17,015,289","$11,948.94",92.36%,"1,424","$502,021",3,16.3,"$667,578",3.9,8.6,"$130,615",0.8,7.7,"$326,155",3.31,"$10,602"
11012002C260001,0,,Marshall High School,Marshall CUSD 2C,Marshall,Clark,"$3,792,629",36.4,62.8,"$315,291",3,4.6,"$4,108,019","$10,421,583","$7,333.98",39.42%,"1,421","$4,626,375",44.4,16.3,"$788,541",7.6,8.6,"$898,747",8.6,7.7,"$79,426",3.64,"$8,313"
70161450021001,1,,Arbor Park Middle School,Arbor Park SD 145,Oak Forest,Cook,"$9,519,005",59.3,62.8,"$477,060",3,4.6,"$9,996,187","$16,054,944","$11,298.34",62.26%,"1,421","$3,607,389",22.5,16.3,"$1,485,336",9.3,8.6,"$966,154",6,7.7,"$146,064",5.06,"$10,739"
510840100260001,0,,Auburn High School,Auburn CUSD 10,Auburn,Sangamon,"$5,259,420",45,62.8,"$534,486",4.6,4.6,"$5,794,014","$11,695,147","$8,323.95",49.54%,"1,405","$3,914,768",33.5,16.3,"$1,225,577",10.5,8.6,"$760,896",6.5,7.7,"$98,564",4.63,"$9,105"
560991140021001,1,,Manhattan Jr High School,Manhattan SD 114,Manhattan,Will,"$9,719,997",73.4,62.8,"$522,441",3.9,4.6,"$10,242,574","$13,239,999","$9,450.39",77.36%,"1,401","$1,904,071",14.4,16.3,"$735,434",5.6,8.6,"$358,056",2.7,7.7,"$183,096",4.04,"$8,547"
41013230260001,0,,Winnebago High School,Winnebago CUSD 323,Winnebago,Winnebago,"$11,185,765",66.1,62.8,"$830,079",4.9,4.6,"$12,015,973","$16,924,875","$12,089.20",71.00%,"1,400","$3,483,005",20.6,16.3,"$915,862",5.4,8.6,"$510,164",3,7.7,"$114,468",6.95,"$9,702"
120130350260001,0,,Flora High School,Flora CUSD 35,Flora,Clay,"$3,687,555",12.3,62.8,"$425,064",1.4,4.6,"$4,112,694","$29,906,158","$21,530.71",13.75%,"1,389","$5,077,772",17,16.3,"$19,800,591",66.2,8.6,"$915,176",3.1,7.7,"$66,191",4.08,"$8,381"
120400010260001,0,,Newton Comm High School,Jasper County CUD 1,Newton,Jasper,"$8,710,730",70.1,62.8,"$613,961",4.9,4.6,"$9,324,824","$12,419,871","$8,954.49",75.08%,"1,387","$929,222",7.5,16.3,"$1,129,989",9.1,8.6,"$1,035,969",8.3,7.7,"$158,237",3.83,"$9,126"
70162100170001,0,,Lemont Twp High School,Lemont Twp HSD 210,Lemont,Cook,"$22,175,460",84.4,62.8,"$1,524,836",5.8,4.6,"$23,700,443","$26,273,172","$18,983.51",90.21%,"1,384","$525,076",2,16.3,"$776,936",3,8.6,"$1,270,864",4.8,7.7,"$761,148",2.18,"$18,590"
330664040260001,0,,Mercer County High School,Mercer County School District 404,Aledo,Mercer,"$6,902,957",53.8,62.8,"$978,799",7.6,4.6,"$7,881,873","$12,834,432","$9,340.93",61.41%,"1,374","$3,040,127",23.7,16.3,"$928,226",7.2,8.6,"$984,323",7.7,7.7,"$105,162",4.76,"$8,659"
190220600021001,1,,Westview Hills Middle School,Maercker SD 60,Willowbrook,Dupage,"$17,246,537",85.2,62.8,"$732,108",3.6,4.6,"$17,978,793","$20,235,243","$14,770.25",88.85%,"1,370","$797,872",3.9,16.3,"$608,817",3,8.6,"$849,909",4.2,7.7,"$469,439",3.13,"$14,297"
60160900021002,1,,Roosevelt School,River Forest SD 90,River Forest,Cook,"$21,149,094",89.2,62.8,"$540,179",2.3,4.6,"$21,689,425","$23,700,280","$17,299.47",91.52%,"1,370","$432,485",1.8,16.3,"$962,023",4.1,8.6,"$616,499",2.6,7.7,"$384,602",4.28,"$15,321"
90270100260001,0,,Paxton-Buckley-Loda High School,Paxton-Buckley-Loda CUD 10,Paxton,Ford,"$8,635,802",58.1,62.8,"$722,488",4.9,4.6,"$9,358,411","$14,854,076","$10,922.11",63.00%,"1,360","$3,473,845",23.4,16.3,"$1,076,942",7.3,8.6,"$944,999",6.4,7.7,"$119,549",5.3,"$10,216"
110230950250002,0,,Paris Cooperative High School 95,Paris-Union SD 95,Paris,Edgar,"$3,138,514",29.8,62.8,"$227,272",2.2,4.6,"$3,365,879","$10,525,457","$7,796.63",31.98%,"1,350","$5,440,644",51.7,16.3,"$800,995",7.6,8.6,"$918,032",8.7,7.7,"$84,043",3.96,"$10,162"
190222010260001,0,,Westmont High School,CUSD 201,Westmont,Dupage,"$22,768,836",84.6,62.8,"$1,024,991",3.8,4.6,"$23,793,974","$26,923,900","$20,017.77",88.38%,"1,345","$662,418",2.5,16.3,"$1,512,310",5.6,8.6,"$955,345",3.5,7.7,"$371,429",4.9,"$18,354"
130581350021001,1,,Centralia Jr High School,Centralia SD 135,Centralia,Marion,"$3,935,827",29,62.8,"$252,997",1.9,4.6,"$4,188,916","$13,567,569","$10,147.77",30.87%,"1,337","$6,240,885",46,16.3,"$969,467",7.1,8.6,"$2,168,393",16,7.7,"$89,430",2.82,"$10,239"
60160840021002,1,,Hester Jr High School,Franklin Park SD 84,Franklin Park,Cook,"$13,259,857",75.4,62.8,"$727,054",4.1,4.6,"$13,987,049","$17,581,398","$13,289.04",79.56%,"1,323","$1,742,970",9.9,16.3,"$857,736",4.9,8.6,"$993,781",5.7,7.7,"$233,458",4.96,"$12,953"
400560070260003,0,,Gillespie High School,Gillespie CUSD 7,Gillespie,Macoupin,"$2,972,512",23.7,62.8,"$1,503,362",12,4.6,"$4,475,961","$12,559,316","$9,500.24",35.64%,"1,322","$5,940,788",47.3,16.3,"$1,091,857",8.7,8.6,"$1,050,797",8.4,7.7,"$60,857",4.05,"$10,916"
130140030260006,0,,Wesclin Sr High School,Wesclin CUSD 3,Trenton,Clinton,"$5,616,173",37.9,62.8,"$751,467",5.1,4.6,"$6,367,741","$14,828,052","$11,224.87",42.94%,"1,321","$3,394,889",22.9,16.3,"$4,380,698",29.5,8.6,"$684,825",4.6,7.7,"$106,119",4.26,"$8,580"
500821150021001,1,,Whiteside Middle School,Whiteside SD 115,Belleville,Saint Clair,"$6,055,795",57.1,62.8,"$485,191",4.6,4.6,"$6,541,106","$10,608,073","$8,073.11",61.66%,"1,314","$2,329,431",22,16.3,"$948,644",8.9,8.6,"$789,012",7.4,7.7,"$190,745",2.8,"$8,327"
30110080260006,0,,Pana Sr High School,Pana CUSD 8,Pana,Christian,"$5,226,798",39.7,62.8,"$946,483",7.2,4.6,"$6,173,384","$13,162,789","$10,017.34",46.90%,"1,314","$5,051,633",38.4,16.3,"$732,323",5.6,8.6,"$1,205,552",9.2,7.7,"$80,795",5.19,"$9,278"
10750100260009,0,,Pittsfield High School,Pikeland CUSD 10,Pittsfield,Pike,"$4,878,813",41,62.8,"$843,328",7.1,4.6,"$5,722,245","$11,895,382","$9,073.52",48.11%,"1,311","$4,046,962",34,16.3,"$1,117,632",9.4,8.6,"$1,008,647",8.5,7.7,"$89,023",4.46,"$8,939"
540920020260004,0,,Westville High School,Westville CUSD 2,Westville,Vermilion,"$2,454,172",24.8,62.8,"$341,899",3.5,4.6,"$2,796,159","$9,889,078","$7,583.65",28.28%,"1,304","$5,370,414",54.3,16.3,"$832,804",8.4,8.6,"$889,789",9,7.7,"$36,948",5.13,"$8,410"
450791400260001,0,,Sparta High School,Sparta CUSD 140,Sparta,Randolph,"$4,936,246",38.6,62.8,"$1,448,728",11.3,4.6,"$6,385,075","$12,778,824","$9,799.71",49.97%,"1,304","$4,131,652",32.3,16.3,"$968,093",7.6,8.6,"$1,294,105",10.1,7.7,"$81,788",4.61,"$9,465"
510840080260001,0,,Pleasant Plains High School,Pleasant Plains CUSD 8,Pleasant Plains,Sangamon,"$9,514,982",65.6,62.8,"$1,166,588",8,4.6,"$10,681,698","$14,508,075","$11,177.25",73.63%,"1,298","$1,516,632",10.5,16.3,"$1,907,040",13.1,8.6,"$402,833",2.8,7.7,"$167,462",5.25,"$10,038"
50160270021005,1,,Wood Oaks Jr High School,Northbrook ESD 27,Northbrook,Cook,"$24,275,491",94.4,62.8,"$219,183",0.9,4.6,"$24,494,831","$25,728,426","$19,836.87",95.21%,"1,297","$239,137",0.9,16.3,"$748,016",2.9,8.6,"$246,599",1,7.7,"$661,618",3.41,"$20,615"
190220130021001,1,,Westfield Middle School,Bloomingdale SD 13,Bloomingdale,Dupage,"$16,377,185",91.2,62.8,"$516,910",2.9,4.6,"$16,894,249","$17,966,437","$13,916.68",94.03%,"1,291","$368,692",2.1,16.3,"$470,412",2.6,8.6,"$233,238",1.3,7.7,"$440,258",3.28,"$13,291"
540920110260005,0,,Hoopeston Area High School,Hoopeston Area CUSD 11,Hoopeston,Vermilion,"$3,479,641",29.1,62.8,"$1,098,912",9.2,4.6,"$4,578,645","$11,966,637","$9,283.66",38.26%,"1,289","$5,350,930",44.7,16.3,"$845,498",7.1,8.6,"$1,191,656",10,7.7,"$52,740",4.64,"$10,607"
340490240042001,2,,Millburn Elem School,Millburn CCSD 24,Old Mill Creek,Lake,"$12,690,497",69.5,62.8,"$1,357,218",7.4,4.6,"$14,047,847","$18,256,833","$14,185.57",76.95%,"1,287","$2,619,729",14.3,16.3,"$1,401,443",7.7,8.6,"$187,946",1,7.7,"$169,091",5.97,"$11,159"
530900510022001,2,,Central Intermediate Sch,Central SD 51,Washington,Tazewell,"$6,402,382",66.7,62.8,"$312,629",3.3,4.6,"$6,715,141","$9,595,800","$7,532.03",69.98%,"1,274","$2,083,074",21.7,16.3,"$508,249",5.3,8.6,"$289,466",3,7.7,"$200,911",2.74,"$7,659"
400560060260001,0,,Staunton High School,Staunton CUSD 6,Staunton,Macoupin,"$3,466,407",39.3,62.8,"$397,317",4.5,4.6,"$3,863,826","$8,815,633","$6,925.08",43.83%,"1,273","$3,615,349",41,16.3,"$728,188",8.3,8.6,"$608,372",6.9,7.7,"$100,537",3.05,"$8,322"
560990170021001,1,,Channahon Junior High School,Channahon SD 17,Channahon,Will,"$17,782,667",92,62.8,"$657,436",3.4,4.6,"$18,440,258","$19,335,740","$15,261.04",95.37%,"1,267","$341,920",1.8,16.3,"$430,177",2.2,8.6,"$123,540",0.6,7.7,"$526,851",2.84,"$9,588"
70161470021001,1,,Rosa L Parks Middle School,W Harvey-Dixmoor PSD 147,Dixmoor,Cook,"$3,658,492",22.4,62.8,"$463,207",2.8,4.6,"$4,121,784","$16,317,157","$13,032.87",25.26%,"1,252","$7,777,449",47.7,16.3,"$2,236,751",13.7,8.6,"$2,181,258",13.4,7.7,"$72,737",5.95,"$12,949"
110213050260001,0,,Arthur-Lovington-Atwood-Hammond,Arthur CUSD 305,Arthur,Douglas,"$7,702,654",62.4,62.8,"$734,643",6,4.6,"$8,437,422","$12,342,020","$9,865.72",68.36%,"1,251","$1,794,783",14.5,16.3,"$1,362,477",11,8.6,"$747,463",6.1,7.7,"$173,112",4.15,"$10,794"
200330100260002,0,,Hamilton County Jr/Sr High School,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,"$3,484,720",29.4,62.8,"$1,510,137",12.8,4.6,"$4,994,949","$11,832,775","$9,466.22",42.21%,"1,250","$4,659,453",39.4,16.3,"$1,360,462",11.5,8.6,"$818,003",6.9,7.7,"$69,646",3.93,"$8,876"
350502890041002,1,,Northbrook School,Mendota CCSD 289,Mendota,La Salle,"$5,572,306",51.4,62.8,"$377,723",3.5,4.6,"$5,950,143","$10,847,375","$8,762.02",54.85%,"1,238","$2,815,444",26,16.3,"$896,244",8.3,8.6,"$1,185,658",10.9,7.7,"$168,537",2.51,"$8,151"
531020110260001,0,,El Paso-Gridley High School,El Paso-Gridley CUSD 11,El Paso,Woodford,"$8,814,993",68.8,62.8,"$362,124",2.8,4.6,"$9,177,249","$12,818,967","$10,354.58",71.59%,"1,238","$2,131,147",16.6,16.3,"$908,732",7.1,8.6,"$601,971",4.7,7.7,"$135,122",5.57,"$10,183"
390550020260001,0,,Maroa-Forsyth Senior High Sch,Maroa Forsyth CUSD 2,Maroa,Macon,"$7,609,573",63.7,62.8,"$2,471,758",20.7,4.6,"$10,081,458","$11,942,702","$9,662.38",84.42%,"1,236","$1,116,015",9.3,16.3,"$416,114",3.5,8.6,"$329,242",2.8,7.7,"$168,320",4.05,"$9,266"
50160740021001,1,,Lincoln Hall Middle School,Lincolnwood SD 74,Lincolnwood,Cook,"$18,143,519",82.5,62.8,"$1,982,207",9,4.6,"$20,125,871","$22,000,607","$17,799.84",91.48%,"1,236","$662,808",3,16.3,"$807,881",3.7,8.6,"$404,192",1.8,7.7,"$510,650",3.38,"$16,966"
350501200170001,0,,La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,La Salle,La Salle,"$10,825,650",67.2,62.8,"$2,484,770",15.4,4.6,"$13,310,550","$16,119,473","$13,062.78",82.57%,"1,234","$1,169,800",7.3,16.3,"$874,530",5.4,8.6,"$764,723",4.7,7.7,"$438,968",1.94,"$13,237"
210280470041002,1,,Benton Grade Sch 5-8,Benton CCSD 47,Benton,Franklin,"$2,587,766",27.3,62.8,"$861,175",9.1,4.6,"$3,449,031","$9,479,670","$7,688.30",36.38%,"1,233","$4,502,013",47.5,16.3,"$456,177",4.8,8.6,"$1,072,539",11.3,7.7,"$90,586",2.56,"$8,464"
120510200260008,0,,Lawrenceville High School,Lawrence County CUD 20,Lawrenceville,Lawrence,"$2,902,390",28.8,62.8,"$702,891",7,4.6,"$3,605,373","$10,093,851","$8,199.72",35.72%,"1,231","$4,773,723",47.3,16.3,"$901,258",8.9,8.6,"$813,589",8.1,7.7,"$56,969",4.22,"$8,867"
